销售单号,商品编码,商品名称,单位,拣货数量,长cm,宽cm,高cm,计算规则（L/kg),规则体积推算L,规格体积L,规则体积补充,备注：长宽高为一组；计算规则为二组；规则体积推算为三组；规则体积L+规则体积补充为四组
OM25062900001997,2017333,熟凉面,KG,2.04,,,,2.5,,,,
OM25062900003031,2007207,[彩食鲜]沙地蜜薯（小）,KG,10.0,,,,1.5,,,,
OM25062900002077,1275519,热鲜公鸡切块(约2*2cm),KG,3.58,,,,2.5,,,,
OM25062900003229,1552045,小葱（去根清洗）,KG,1.0,,,,3.5,,,,
OM25062900002164,894789,圆生菜,KG,1.18,,,,7.0,,,,
OM25062900002307,1630548,小葱（去根理净）,KG,3.0,,,,3.5,,,,
OM25062900003264,1141026,彩食鲜胡椒粉,KG,0.5,,,,2.5,,,,
OW25062900001095,1271554,[彩食鲜]平菇,KG,0.54,,,,4.5,,,,
OM25062900002067,1359782,冻鸡翅根(50g+)1kg/袋,袋,7.0,26.0,18.0,2.0,,,,,
OM25062900000330,1225645,新蒜苔,KG,15.16,,,,4.0,,,,
OM25062700006431,1186508,鲜猪肉馅（梅花肉）,KG,5.5,,,,1.5,,,,
OM25062900002843,1133453,香葱水洗,KG,1.0,,,,6.0,,,,
OM25062900003748,1226146,冲浆嫩豆腐 1kg,包,9.0,20.0,20.0,3.6,,,,,
OM25062900002569,1643148,鲜粉条,KG,0.52,,,,2.5,,,,
OM25062900002710,1751813,陕西红富士苹果75#,KG,0.86,,,,2.5,,,,
OM25062900002710,973452,[彩食鲜]菠菜,KG,5.12,,,,7.0,,,,
OM25062900002748,1483830,冻鸡边腿切块,KG,9.0,,,,2.5,,,,
OM25062900003577,1631663,白砂糖500g,份,1.0,19.0,12.0,4.0,,,,,
OM25062900003736,1191435,蒜米机剥,KG,2.18,,,,2.5,,,,
OM25062900002438,2014948,干小木耳0.25kg（一级）,袋,1.0,19.0,7.0,13.5,,,,,
OM25062900003678,2014822,大白豆2.5kg,袋,1.0,23.0,6.0,33.0,,,,,
OM25062900003877,953471,西芹,KG,5.54,,,,4.0,,,,
OM25062900000524,1678651,百钻0脂肪日式油醋汁258ml,瓶,3.0,5.3,5.3,18.5,,,,,
OM25062900001570,906100,安井核桃包(10只)360g,袋,3.0,20.0,4.0,8.0,,,,,
OM25062700007073,1377993,桥头地道重庆老火锅底料（特麻辣）500g,袋,30.0,20.0,15.0,5.0,,,,,
OM25062900003961,787458,[彩食鲜]香菜,KG,0.5,,,,6.0,,,,
OM25062900002843,1279167,[彩食鲜]绿豆芽,KG,2.06,,,,4.5,,,,
OM25062900003087,1385581,富来木姜油50ml,瓶,2.0,4.0,4.0,16.0,,,,,
OM25062900000479,675170,晶心低钠盐400g,袋,5.0,17.5,12.0,2.0,,,,,
OM25062900002264,300018,自家卤川味卤料100g,袋,1.0,16.5,13.5,1.0,,,,,
OM25062900001936,312196,有源石磨纯芝麻酱250g,瓶,1.0,6.0,6.0,10.0,,,,,
OM25062700002570,301432,黄花园630黄豆酱油800ML,瓶,12.0,21.5,8.0,8.0,,,,,
OM25062900005005,1065509,黄豆芽,KG,10.08,,,,5.0,,,,
OM25062900003965,1469923,热鲜鸡排腿,KG,11.39,,,,2.5,,,,
OM25062900005071,956512,彩食鲜海白菜（加工）,KG,2.0,,,,3.5,,,,
OM25062900004022,1070718,彩食鲜干豆腐皮,KG,1.0,,,,2.0,,,,
OM25062900003940,1347973,热鲜肋排,KG,4.33,,,,2.8,,,,
OM25062900005135,1287697,国产香蕉,KG,13.3,,,,4.5,,,,
OM25062900005175,1564731,热鲜瘦肉后腿,KG,0.0,,,,1.8,,,,
OM25062900005175,612,韭黄,KG,5.14,,,,4.0,,,,
OM25062900005065,1068773,麒麟西瓜,KG,17.54,,,,2.5,,,,
OM25062900005175,1287697,国产香蕉,KG,26.05,,,,4.5,,,,
OM25062900005343,1099506,青小米椒（去把）450g,份,2.0,,,,,1.575,,,
OM25062900005312,1099546,薄荷叶（清洗）100g,份,1.0,,,,,0.35,,,
OM25062900005334,1099512,独头蒜（去皮）1.5kg,份,3.0,,,,,5.25,,,
OM25062900004327,1064292,[彩食鲜]水白菜,KG,10.24,,,,7.0,,,,
OM25062900005452,1250143,小西芹,KG,0.3,,,,4.0,,,,
OM25062900004328,1349855,鲜猪肉馅（前腿）,KG,6.04,,,,1.8,,,,
OM25062900005399,481,四季豆,KG,6.08,,,,3.5,,,,
OM25062900004514,92,鲜牛腩,KG,3.18,,,,2.3,,,,
OM25062900000305,1266848,油麦菜,KG,10.38,,,,7.0,,,,
OM25062900000305,1266848,油麦菜,KG,10.36,,,,7.0,,,,
OM25062900005673,852432,[彩食鲜]青椒,KG,1.5,,,,5.0,,,,
OM25062900005312,187418,雀巢淡奶油250ml,盒,2.0,13.0,5.5,4.0,,,,,
OM25062900005006,2025720,生粉0.5kg,袋,2.0,21.0,17.0,1.0,,,,,
OM25062900005571,1250052,农夫山泉天然水550ml*24(塑模）,件,60.0,33.0,21.0,22.0,,,,,
OM25062900005719,307021,桥头重庆麻辣火锅底料400g,袋,2.0,19.0,27.0,1.0,,,,,
OM25062900004327,1068773,麒麟西瓜,KG,15.66,,,,2.5,,,,
OM25062900005573,1064292,[彩食鲜]水白菜,KG,12.6,,,,7.0,,,,
OM25062900005582,1182504,鲜纤排切块,KG,2.54,,,,2.8,,,,
OM25062900004518,566,地冬瓜,KG,7.37,,,,1.6,,,,
OM25062900004518,999143,青椒,KG,8.24,,,,5.0,,,,
OM25062900005625,1070687,彩食鲜花生米,KG,2.5,,,,1.8,,,,
OM25062900005626,1240808,螺丝椒,KG,6.03,,,,5.0,,,,
OM25062900005626,1695892,热鲜猪前蹄切块(约3*4cm),KG,4.14,,,,3.5,,,,
OM25062900000535,1226146,冲浆嫩豆腐 1kg,包,10.0,20.0,20.0,3.6,,,,,
OM25062900005633,1133453,香葱水洗,KG,0.5,,,,6.0,,,,
OM25062900005686,1347228,[彩食鲜]黄皮美人椒,KG,2.56,,,,5.0,,,,
OM25062900004601,855545,鲜前腿肉（整）,KG,6.5,,,,1.8,,,,
OM25062900005719,1191435,蒜米机剥,KG,3.08,,,,2.5,,,,
OW25062900000189,1232928,鸡蛋水面（细面）,KG,1.02,,,,2.5,,,,
OM25062900005653,2014685,大白豆0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062900004530,2012263,红油桃(70-100g),KG,11.72,,,,2.5,,,,
OM25062900005745,1133453,香葱水洗,KG,1.5,,,,6.0,,,,
OM25062900005745,2007117,[彩食鲜]黄豆芽,KG,2.22,,,,5.0,,,,
OM25062900005719,186015,海天鲜味生抽1.9L,桶,1.0,11.0,11.0,29.0,,,,,
OM25062900005175,1538210,绿豆0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062900005788,1065530,火葱,KG,0.5,,,,4.0,,,,
OM25062900005812,1191435,蒜米机剥,KG,5.03,,,,2.5,,,,
OM25062900003264,1171389,冷鲜鲜五花肉去皮,KG,5.38,,,,1.5,,,,
OM25062900004742,1697519,冷鲜羊后腿(去皮去骨),KG,0.35,,,,2.3,,,,
TOWB69250629001431,2014657,花生米1kg,袋,1.0,15.0,5.0,20.0,,,,,
OM25062900002909,1424202,绿豆2.5kg,袋,1.0,23.0,6.0,33.0,,,,,
OM25062900000330,1033733,牛心菜,KG,15.23,,,,4.0,,,,
OM25062900004879,1279445,土豆(5两以上),KG,8.31,,,,1.5,,,,
OM25062900003772,2014703,天鹰干辣椒段2.5kg,袋,1.0,40.0,30.0,20.0,,,,,
OW25062900000221,1440759,西瓜红红薯,KG,0.5,,,,2.5,,,,
OM25062900005079,1347228,[彩食鲜]黄皮美人椒,KG,0.5,,,,5.0,,,,
OM25062900004933,1667759,莴笋（切条约4*1.5*1.5cm）1.5kg,袋,5.0,,,,,5.25,,,
OM25062900002710,1551353,乔府大院五常大米5kg,袋,4.0,42.0,27.0,7.0,,,,,
OM25062900000535,1491775,草鱼(杀净切条)(杀前2-3斤/条),KG,7.3,,,,1.8,,,,
OM25062700001639,1884467,天友新重庆风味酸牛奶（草莓味）150g*8,组,2.0,20.0,10.0,12.0,,,,,
OM25062900007097,1068773,麒麟西瓜,KG,11.92,,,,2.5,,,,
OM25062900005810,1227738,泡小姜500g,包,1.0,17.0,13.0,4.0,,,,,
OM25062900002680,846698,[彩食鲜]豇豆,KG,6.18,,,,3.5,,,,
OM25062900002616,318693,凉粉,KG,9.5,,,,2.5,,,,
OM25062700006803,1475972,鲜后腿肉（整）,KG,9.86,,,,1.8,,,,
OM25062900003798,1733166,热鲜肉鸡(烧),KG,13.2,,,,2.5,,,,
OM25062900000330,1362944,冷鲜前腿肉(烧毛),KG,8.84,,,,1.5,,,,
OM25062700005771,1585968,热鲜牛里脊去筋膜,KG,11.49,,,,2.3,,,,
OM25062900003397,1611766,[彩食鲜]进口香蕉,KG,8.59,,,,4.5,,,,
OW25062600000205,1031349,山药（去皮）,KG,2.0,,,,3.5,,,,
OW25062600000205,8775,鲜鸡蛋,KG,23.3,,,,2.0,,,,
OW25062700000022,949923,仔姜,KG,0.65,,,,2.5,,,,
OW25062700000040,1287697,国产香蕉,KG,5.05,,,,4.5,,,,
OM25062700003112,852432,[彩食鲜]青椒,KG,1.55,,,,5.0,,,,
OW25062700001071,2007170,[彩食鲜]嫩南瓜,KG,2.58,,,,1.6,,,,
OM25062700003857,566,地冬瓜,KG,8.91,,,,1.6,,,,
OM25062700005136,1630504,[彩食鲜]小黄葱,KG,5.0,,,,4.0,,,,
OM25062700006269,1179970,长寿粉,KG,1.02,,,,2.5,,,,
OM25062700007409,1279167,[彩食鲜]绿豆芽,KG,4.04,,,,4.5,,,,
OM25062700006442,1279167,[彩食鲜]绿豆芽,KG,7.86,,,,4.5,,,,
OM25062700007696,1531959,厚豆干（KG）,KG,4.0,,,,2.5,,,,
OM25062700002881,1347228,[彩食鲜]黄皮美人椒,KG,5.02,,,,5.0,,,,
OM25062700006676,1511661,厚皮椒,KG,2.5,,,,5.0,,,,
OM25062800002683,1129953,水发笋干,KG,0.0,,,,2.0,,,,
OW25062800001070,787523,[彩食鲜]莴笋杆,KG,2.53,,,,2.5,,,,
OM25062700007750,1266848,油麦菜,KG,12.76,,,,7.0,,,,
OM25062800001557,4730,鲜牛里脊,KG,0.0,,,,2.3,,,,
OM25062700007678,1610820,冷鲜梅花肉(黑猪),KG,5.0,,,,1.5,,,,
OM25062700001729,1179973,白面条（细面）,KG,1.5,,,,2.5,,,,
OM25062700003840,1166223,[彩食鲜]小白菜,KG,9.0,,,,7.0,,,,
OM25062700003840,1271493,[彩食鲜]胡萝卜,KG,0.52,,,,2.0,,,,
OM25062700004040,1171389,冷鲜鲜五花肉去皮,KG,3.06,,,,1.5,,,,
OM25062700005136,456,平包甘蓝,KG,10.34,,,,2.8,,,,
OM25062700007262,852410,[彩食鲜]西红柿,KG,1.06,,,,2.5,,,,
OM25062700007061,1736172,热鲜牛肋条（去骨）,KG,10.22,,,,2.3,,,,
OM25062700001814,1284806,[彩食鲜]小米椒,KG,0.27,,,,5.0,,,,
OM25062700007827,852410,[彩食鲜]西红柿,KG,9.14,,,,2.5,,,,
OM25062800000052,1232928,鸡蛋水面（细面）,KG,3.02,,,,2.5,,,,
OM25062800005235,1699567,小白糕1kg约42-47个 D+2,袋,4.0,10.0,6.0,13.0,,,,,
OM25062900001068,1191435,蒜米机剥,KG,2.63,,,,2.5,,,,
OW25062900001007,1567544,热鲜五花肉(烧毛),KG,8.25,,,,1.8,,,,
OM25062900000231,1511661,厚皮椒,KG,1.03,,,,5.0,,,,
OM25062900001323,1255719,新藕,KG,3.7,,,,2.5,,,,
OM25062900001570,1225645,新蒜苔,KG,1.02,,,,4.0,,,,
OM25062900001591,979805,鲜大肠,KG,10.0,,,,2.5,,,,
OW25062900001075,1564731,热鲜瘦肉后腿,KG,7.09,,,,1.8,,,,
OM25062900001997,1182504,鲜纤排切块,KG,2.54,,,,2.8,,,,
OM25062900000995,1531904,特色醪糟（KG）,KG,5.0,,,,2.3,,,,
OM25062900003025,1166246,[彩食鲜]上海青,KG,6.7,,,,7.0,,,,
OM25062900002055,1643147,鲜粉条（细）,KG,1.0,,,,2.5,,,,
OW25062900000103,1309382,黄短豆芽,KG,2.26,,,,5.0,,,,
OM25062900002164,1177409,小大葱,KG,1.0,,,,4.5,,,,
OM25062800000098,852410,[彩食鲜]西红柿,KG,18.06,,,,2.5,,,,
OM25062900003264,1234224,[彩食鲜]西葫芦,KG,5.3,,,,2.9,,,,
OM25062900002307,1099500,红小米椒（去蒂冒）,KG,1.0,,,,3.5,,,,
OM25062900002311,827276,鲜虫草花,KG,0.5,,,,4.5,,,,
OM25062900003344,1166024,[彩食鲜]西兰花,KG,9.6,,,,5.0,,,,
OM25062900002442,607,芹菜,KG,1.78,,,,4.0,,,,
OM25062900003464,1277770,白地瓜（去皮）,KG,0.5,,,,3.5,,,,
OW25062900001095,1491630,鮰鱼(杀净)(杀前1.5-2斤/条),KG,2.7,,,,1.8,,,,
OM25062900002536,1256502,小娃娃菜散装,KG,1.36,,,,7.0,,,,
OM25062900002442,1065509,黄豆芽,KG,1.14,,,,5.0,,,,
OM25062900003470,1511661,厚皮椒,KG,5.01,,,,5.0,,,,
OM25062900003519,1630595,冬瓜(切),KG,8.74,,,,3.5,,,,
OM25062700005980,1266848,油麦菜,KG,10.32,,,,7.0,,,,
OM25062900003602,1849488,彩食鲜鲜兔(QW),KG,15.0,,,,3.0,,,,
OM25062900002616,1922734,糯米烧麦50g*6,包,5.0,15.0,8.0,10.0,,,,,
OM25062700001801,7737,王守义十三香45g,盒,1.0,12.0,5.8,2.5,,,,,
OM25062700004395,1481348,奶牛梦工场不二烤酸奶风味发酵乳200g,瓶,20.0,8.0,8.0,12.0,,,,,
OM25062700007680,172060,梅林午餐肉(上海）340g,罐,10.0,10.0,5.0,9.0,,,,,
OM25062700007703,901796,熊猫牌调制加糖炼乳(易拉)350g,瓶,2.0,7.0,8.0,7.0,,,,,
OM25062700006783,303663,莎麦鸡精454g,袋,2.0,23.0,16.0,2.0,,,,,
OM25062900003269,1206625,重庆天厨纯味精2.25kg,袋,1.0,32.0,22.0,4.0,,,,,
OM25062800001049,81661,老干妈风味豆豉油制辣椒280g,瓶,10.0,6.5,6.5,13.5,,,,,
OM25062900000231,7723,李锦记蒸鱼豉油410ml,瓶,4.0,24.0,5.0,5.0,,,,,
OM25062900000231,918108,双枪牙线YX63501,盒,5.0,9.0,3.0,6.0,,,,,
OM25062900003788,1552051,鲜五花肉（精品）烧,KG,1.51,,,,1.5,,,,
OM25062900003725,1227711,野山椒500g,包,3.0,23.0,15.0,3.0,,,,,
OW25062800001010,1227715,青小米椒500g,包,10.0,15.0,18.0,4.0,,,,,
OM25062900003772,1233951,风车生粉2500g,袋,6.0,33.0,25.0,3.0,,,,,
OM25062900000542,1545601,[美好]农家小酥肉1kg/袋,袋,8.0,30.0,20.0,5.0,,,,,
OM25061900007357,582550,雀巢淡奶油 1L,盒,2.0,16.0,10.0,6.0,,,,,
OM25062900005005,1191435,蒜米机剥,KG,5.08,,,,2.5,,,,
OM25062900005006,1610820,冷鲜梅花肉(黑猪),KG,1.62,,,,1.5,,,,
OM25062900005003,1141029,彩食鲜大粗辣椒面（辣椒碎）,KG,1.5,,,,2.5,,,,
OM25062900003470,1488672,冷鲜梅花肉切丝(长约3cm),KG,6.02,,,,1.5,,,,
OM25062900003940,911668,[彩食鲜]上海青苗,KG,6.08,,,,7.0,,,,
OM25062900003965,1182504,鲜纤排切块,KG,6.15,,,,2.8,,,,
OM25062900005079,1700370,松散甘蓝去毛叶,KG,1.14,,,,2.8,,,,
OM25062700005771,1068773,麒麟西瓜,KG,16.66,,,,2.5,,,,
OM25062800005133,1276876,糯玉米去皮,KG,13.06,,,,3.5,,,,
OM25062900003989,1538210,绿豆0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062900005175,1483637,冷鲜五花肉(烧毛),KG,5.17,,,,1.5,,,,
OM25062900005135,1360059,[彩食鲜]土豆(3两以上),KG,5.09,,,,1.5,,,,
OM25062900004277,1177833,黄柠檬(100-150g),KG,1.03,,,,3.0,,,,
OM25062900004281,1118749,红美人椒（清洗）450g,份,1.0,,,,,1.575,,,
OM25062900004359,324454,河粉（鲜）,KG,2.54,,,,2.5,,,,
OM25062900005452,1070689,彩食鲜黑米,KG,0.5,,,,1.8,,,,
OM25062900004377,1177409,小大葱,KG,4.0,,,,4.5,,,,
OM25062900005477,3695,新土豆,KG,10.25,,,,1.5,,,,
OM25062900003229,1483491,鲜猪前蹄,KG,4.51,,,,2.5,,,,
OM25062900005582,1511661,厚皮椒,KG,1.51,,,,5.0,,,,
OM25062900003859,2014414,胡椒粉250g,包,4.0,15.0,3.0,9.0,,,,,
OM25062900004485,1464223,金龙鱼精炼一级菜籽油非转压榨20L,桶,2.0,24.0,24.0,47.5,,,,,
OM25062900005719,1275639,热鲜整兔去皮切块(约1*1cm),KG,4.18,,,,3.0,,,,
OM25062700002881,1483637,冷鲜五花肉(烧毛),KG,7.24,,,,1.5,,,,
OM25062900004677,1706377,[彩食鲜]地瓜叶,KG,1.68,,,,7.0,,,,
OM25062900005573,1177409,小大葱,KG,5.0,,,,4.5,,,,
OM25062900005582,1166223,[彩食鲜]小白菜,KG,3.0,,,,7.0,,,,
OM25062900004530,1068773,麒麟西瓜,KG,5.48,,,,2.5,,,,
OM25062900005630,1980488,库尔勒香梨 (130-160g),KG,10.17,,,,2.5,,,,
OM25062900005633,1271589,[彩食鲜]红彩椒,KG,1.06,,,,5.0,,,,
OM25062900004580,1064285,[彩食鲜]油麦菜,KG,1.12,,,,7.0,,,,
OM25062900005670,1483463,鲜尾骨切块（约3*3cm）,KG,6.27,,,,2.8,,,,
OM25062900005110,472746,千禾零添加葱姜料酒500ml,瓶,12.0,24.5,5.5,5.5,,,,,
OM25062900005135,1140114,双汇汇福来火腿肠330g,支,5.0,25.0,10.0,2.0,,,,,
OM25062900003470,1227754,红二荆条500g,包,30.0,23.0,15.0,3.0,,,,,
OM25062900003748,1483487,鲜猪肝切片（约3mm）,KG,3.04,,,,2.8,,,,
OM25062900003264,1171389,冷鲜鲜五花肉去皮,KG,4.4,,,,1.5,,,,
OM25062900004768,1099525,西红柿（清洗）450g,份,2.0,,,,,1.575,,,
OM25062900004769,2014747,红皮花生0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OW25062900000189,566,地冬瓜,KG,3.89,,,,1.6,,,,
OM25062900005573,1276876,糯玉米去皮,KG,7.66,,,,3.5,,,,
OM25062900005845,1064285,[彩食鲜]油麦菜,KG,5.3,,,,7.0,,,,
OM25062900005810,2014315,胡椒粉500g,包,1.0,15.0,3.0,18.0,,,,,
OM25062900002442,1483637,冷鲜五花肉(烧毛),KG,7.66,,,,1.5,,,,
OM25062900004813,1359843,冻琵琶腿(120-130g),KG,1.64,,,,2.5,,,,
OM25062900004367,173126,凤球唛番茄沙司3kg,桶,1.0,15.0,15.0,17.5,,,,,
OM25062900003877,1483637,冷鲜五花肉(烧毛),KG,7.91,,,,1.5,,,,
OM25062900004820,1545518,百利桶装黑椒汁2.3kg,桶,1.0,28.0,10.0,10.0,,,,,
OM25062900005899,575399,天友康美包纯牛奶250ml*24,提,1.0,32.0,21.0,18.0,,,,,
OW25062900001092,846698,[彩食鲜]豇豆,KG,14.1,,,,3.5,,,,
OM25062700000321,1497111,香菜（去根）,KG,0.54,,,,6.0,,,,
OM25062700006676,1296303,大号饺子皮(直径9.5cm),KG,5.0,,,,2.0,,,,
OW25062900000221,787582,[彩食鲜]铁棍山药,KG,0.62,,,,1.5,,,,
OW25062900000221,899687,[彩食鲜]长丝瓜,KG,1.16,,,,2.9,,,,
OM25062900005900,1166268,[彩食鲜]娃娃菜约500g/包,包,4.0,,,,,1.4,,,
OM25062900005900,1234224,[彩食鲜]西葫芦,KG,2.5,,,,2.9,,,,
OM25062900006035,1980488,库尔勒香梨 (130-160g),KG,7.15,,,,2.5,,,,
OM25062700006676,1551872,鲜前腿肉（整）去皮,KG,12.9,,,,1.8,,,,
OW25062900001075,1415284,肉丝瓜,KG,14.76,,,,2.9,,,,
OM25062900006039,479,白金针菇,KG,0.5,,,,4.5,,,,
OM25062900006047,1141267,阳光玫瑰葡萄(8-12g),KG,0.6,,,,4.0,,,,
OM25062900002660,456,平包甘蓝,KG,17.76,,,,2.8,,,,
OM25062900000231,1631663,白砂糖500g,份,1.0,19.0,12.0,4.0,,,,,
OM25062700007768,92,鲜牛腩,KG,1.94,,,,2.3,,,,
OM25062900002528,1491444,小龙虾(杀净)(杀前4-6钱/只),KG,14.3,,,,1.8,,,,
OW25062700001071,1483711,热鲜里脊肉切片(约3*4cm),KG,0.8,,,,1.8,,,,
OM25062700001717,1282558,黄豆25kg,袋,1.0,55.0,20.0,8.0,,,,,
OM25062700001742,1598167,梅干菜小笼包45g*4个,包,3.0,15.0,8.0,10.0,,,,,
OM25062700005094,317132,黄皮美人椒,KG,0.5,,,,5.0,,,,
OM25062700006006,1266848,油麦菜,KG,10.2,,,,7.0,,,,
OM25062700007689,1158432,海带苗,KG,1.5,,,,2.8,,,,
OM25062700007689,1211346,长茄,KG,7.64,,,,4.5,,,,
OM25062700005980,1131113,青小米椒,KG,2.51,,,,5.0,,,,
OM25062700007689,846698,[彩食鲜]豇豆,KG,9.66,,,,3.5,,,,
OM25062700007696,1532208,圣迪乐老南沟五谷蛋,KG,21.5,,,,2.0,,,,
OW25062700000087,2032281,热鲜梅花肉切片(约3*3cm),KG,6.04,,,,1.8,,,,
OW25062700000087,900401,彩食鲜开心果,KG,3.0,,,,3.0,,,,
OM25062700006663,787523,[彩食鲜]莴笋杆,KG,25.63,,,,2.5,,,,
OM25062700006667,2024418,青脆李(15-25g),KG,10.56,,,,2.5,,,,
OM25062700001814,1628918,鲜口蘑,KG,1.5,,,,4.5,,,,
OW25062800001010,1065509,黄豆芽,KG,4.06,,,,5.0,,,,
OM25062800005141,317132,黄皮美人椒,KG,1.04,,,,5.0,,,,
OM25062800004609,317189,黄葱,KG,2.5,,,,4.0,,,,
OM25062800005892,1483637,冷鲜五花肉(烧毛),KG,4.95,,,,1.5,,,,
OM25062700006781,447,广东菜心,KG,4.24,,,,7.0,,,,
OM25062700006552,1166145,[彩食鲜]春菜,KG,4.12,,,,7.0,,,,
OM25062700000321,1551859,鲜瘦肉前腿切片（约5mm）,KG,5.0,,,,1.5,,,,
OM25062700003112,846698,[彩食鲜]豇豆,KG,5.04,,,,3.5,,,,
OM25062700001673,1191435,蒜米机剥,KG,2.55,,,,2.5,,,,
OM25062700001717,1177409,小大葱,KG,4.0,,,,4.5,,,,
OM25062700004395,852411,[彩食鲜]菜心,KG,0.32,,,,7.0,,,,
OW25062700000087,1481205,贝贝南瓜,KG,8.14,,,,1.6,,,,
OM25062700006667,1275558,热鲜跑山切块(约2*2cm),KG,8.04,,,,2.5,,,,
OM25062700002881,852410,[彩食鲜]西红柿,KG,12.74,,,,2.5,,,,
OM25062800000554,1413540,豆沙小谩头200g约8-9个(D+2),包,15.0,10.0,2.0,13.0,,,,,
OM25062800000103,1266848,油麦菜,KG,3.18,,,,7.0,,,,
OM25062800002222,1023786,外婆菜,KG,4.5,,,,2.5,,,,
OM25062700006694,1166049,[彩食鲜]鲜香菇,KG,5.1,,,,4.5,,,,
OM25062700007768,1277456,香菇去根,KG,6.06,,,,3.5,,,,
OM25062800001089,1279167,[彩食鲜]绿豆芽,KG,2.22,,,,4.5,,,,
OM25062700006594,973452,[彩食鲜]菠菜,KG,1.12,,,,7.0,,,,
OM25062700007768,2014732,聚行家紫米0.1kg,袋,1.0,12.0,4.0,3.0,,,,,
OW25062700000087,1631663,白砂糖500g,份,1.0,19.0,12.0,4.0,,,,,
OM25062900000231,1271536,[彩食鲜]空心菜,KG,9.18,,,,7.0,,,,
OM25062900000305,1531959,厚豆干（KG）,KG,30.0,,,,2.5,,,,
OM25062900000330,1250143,小西芹,KG,15.56,,,,4.0,,,,
OM25062900000330,953467,白萝卜,KG,19.49,,,,2.0,,,,
OM25062900000357,1166163,[彩食鲜]白莲藕,KG,10.6,,,,2.5,,,,
OM25062900000365,1271493,[彩食鲜]胡萝卜,KG,1.58,,,,2.0,,,,
OM25062900000388,6615,鲜海鲜菇,KG,0.5,,,,4.5,,,,
OM25062900001452,852432,[彩食鲜]青椒,KG,3.0,,,,5.0,,,,
OM25062900000479,631750,正大玉米黄鸡蛋,KG,8.74,,,,2.0,,,,
OM25062900000484,1084554,藕尖,KG,1.12,,,,2.5,,,,
OM25062700003857,566,地冬瓜,KG,10.5,,,,1.6,,,,
OM25062900001936,671420,[彩食鲜]木耳菜,KG,6.0,,,,7.0,,,,
OM25062900000975,1232928,鸡蛋水面（细面）,KG,1.06,,,,2.5,,,,
OM25062900000985,846698,[彩食鲜]豇豆,KG,10.08,,,,3.5,,,,
OM25062900003068,2037409,妃子笑荔枝(13-18g),KG,4.13,,,,7.0,,,,
OM25062900002077,1347228,[彩食鲜]黄皮美人椒,KG,2.02,,,,5.0,,,,
OM25062700000975,1466008,海白虾(活)(25-30头),KG,0.5,,,,6.0,,,,
OM25062900003031,1064285,[彩食鲜]油麦菜,KG,7.46,,,,7.0,,,,
OM25062900002098,563,苦瓜,KG,2.02,,,,2.0,,,,
OM25062900003110,1271499,[彩食鲜]平包甘蓝,KG,1.54,,,,2.8,,,,
OM25062900003245,1277778,老南瓜（去皮）,KG,2.1,,,,3.5,,,,
OM25062900002293,1305166,红小米椒（去把）,KG,0.56,,,,3.5,,,,
OM25062900002287,1166207,[彩食鲜]韭菜,KG,2.1,,,,4.0,,,,
OM25062900002360,1064285,[彩食鲜]油麦菜,KG,1.64,,,,7.0,,,,
OM25062900003372,1179973,白面条（细面）,KG,4.02,,,,2.5,,,,
OM25062900003430,1166049,[彩食鲜]鲜香菇,KG,1.12,,,,4.5,,,,
OW25062900001095,1309382,黄短豆芽,KG,1.18,,,,5.0,,,,
OM25062900003525,1258024,本地白壳蛋,KG,0.0,,,,2.0,,,,
OM25062900002569,1611766,[彩食鲜]进口香蕉,KG,2.44,,,,4.5,,,,
OM25062900003602,1493307,热鲜鸡大胸,KG,5.0,,,,2.5,,,,
OM25062900002311,911668,[彩食鲜]上海青苗,KG,1.0,,,,7.0,,,,
OM25062900000330,1279445,土豆(5两以上),KG,27.88,,,,1.5,,,,
OM25062900001309,1611766,[彩食鲜]进口香蕉,KG,9.84,,,,4.5,,,,
OM25062900002680,1271536,[彩食鲜]空心菜,KG,3.04,,,,7.0,,,,
OM25062900003696,1191435,蒜米机剥,KG,15.0,,,,2.5,,,,
OM25062900003748,787458,[彩食鲜]香菜,KG,0.36,,,,6.0,,,,
OM25062900002766,1493225,热鲜三黄鸡切块(约2*2cm),KG,2.22,,,,2.5,,,,
OM25062900003757,656986,小麻花,KG,0.5,,,,7.0,,,,
OM25062900002569,1275557,热鲜跑山鸡烧毛,KG,2.5,,,,2.5,,,,
OM25062900002665,916183,冷鲜白条鸭,KG,24.0,,,,2.5,,,,
OM25062900002292,1287697,国产香蕉,KG,7.85,,,,4.5,,,,
OM25062900003696,1240808,螺丝椒,KG,5.05,,,,5.0,,,,
OM25062900003696,1526775,磨皮芋儿(中),KG,15.06,,,,1.5,,,,
OM25062900003711,1551872,鲜前腿肉（整）去皮,KG,1.07,,,,1.8,,,,
OM25062900003771,1285134,冷鲜五花肉(烧洗),KG,2.09,,,,1.5,,,,
OM25062900002909,1065530,火葱,KG,1.0,,,,4.0,,,,
OM25062900003788,1084643,芥菜,KG,1.58,,,,7.0,,,,
OM25062700001153,1500848,[齐汇]美式烤肠 2.8kg/袋,袋,1.0,21.0,16.0,10.0,,,,,
